Timestamp,Lx,Ly,Lz,LqX,LqY,LqZ,LqW,Rx,Ry,Rz,RqX,RqY,RqZ,RqWGx,Gy,Gz,Glx,Gly,Glz,Gf,Lpd,Rpd
14081,0.07352915,-0.3818501,0.1857176,-0.1145996,0.1710761,-0.07314514,0.9758329,0.3779749,-0.03717065,0.336134,-0.2448461,0.2786774,0.32824,0.8687047,-0.007942468,0.0972538,-0.0955925,0.6682271,-0.125955,0.7332175,0.4391826,3.642759,3.656286
14104,0.07381812,-0.3821999,0.1856041,-0.1144634,0.1721269,-0.07319252,0.9756604,0.3774764,-0.03166914,0.3333359,-0.2472327,0.2955754,0.3024822,0.8717888,-0.007931322,0.09766746,-0.09534359,0.6687981,-0.1236633,0.7330869,0.4446432,3.642947,3.650645
14127,0.07434836,-0.38279,0.185421,-0.1150717,0.1725328,-0.07627375,0.9752811,0.388924,-0.0319469,0.3292255,-0.2879569,0.2308165,-0.08653154,0.925374,-0.007981598,0.09803712,-0.09510517,0.6698738,-0.1238384,0.7320745,0.4486173,3.649259,3.646311
14161,0.07486239,-0.3828905,0.1852598,-0.116155,0.1723188,-0.08001594,0.9748906,0.3836118,-0.0450232,0.3411884,-0.1980304,0.1483911,-0.2773137,0.9283648,-0.008292228,0.09852755,-0.09457016,0.6704916,-0.1278398,0.73082,0.4529362,3.641575,3.648702
14182,0.07533756,-0.382938,0.1849766,-0.115123,0.1731984,-0.0773426,0.9750729,0.3804344,-0.04478931,0.3421917,-0.2108987,0.145376,-0.1582047,0.9536031,-0.008422017,0.09879899,-0.09416103,0.6699997,-0.1293507,0.7310054,0.4543876,3.635705,3.654844
14205,0.07573238,-0.3829167,0.184618,-0.1139053,0.175588,-0.07230496,0.9751751,0.3678783,-0.03511,0.3374052,-0.2791206,0.2024502,0.1884731,0.9195562,-0.008526415,0.09916115,-0.09370422,0.66907,-0.1312214,0.7315233,0.4539134,3.636664,3.649698
14226,0.07645503,-0.3832605,0.1842041,-0.1130795,0.1779582,-0.07165511,0.9748895,0.3582524,-0.03600478,0.3379955,-0.2832273,0.2372547,0.430072,0.8237297,-0.008634776,0.09943962,-0.09325695,0.6681314,-0.1315156,0.7323279,0.4536599,3.64224,3.641704
14249,0.07720628,-0.3837664,0.1839638,-0.1111953,0.1789798,-0.07122362,0.9749508,0.3583252,-0.02772498,0.3334904,-0.3009736,0.2548623,0.4161228,0.8193302,-0.008771956,0.09951913,-0.09284973,0.66741,-0.131772,0.7329394,0.4513997,3.650944,3.642414
14282,0.07744732,-0.3839018,0.1845007,-0.1072842,0.1790609,-0.0660345,0.9757391,0.3802291,-0.02525735,0.3245716,-0.3566451,0.1855849,-0.08836374,0.9113476,-0.009108037,0.09933007,-0.09222698,0.6663227,-0.1383026,0.7327254,0.445179,3.637668,3.616815
14305,0.0775179,-0.3840256,0.184701,-0.1055879,0.1795295,-0.06112984,0.9761575,0.3821837,-0.03273368,0.3337746,-0.2830204,0.1215388,-0.2507571,0.9177411,-0.009307951,0.09907353,-0.09196854,0.6658214,-0.1445372,0.7319773,0.4413843,3.636973,3.610067
14326,0.07789198,-0.3844842,0.1846085,-0.1067608,0.1802464,-0.06312786,0.9757706,0.3819851,-0.03103757,0.3337469,-0.3058333,0.1258735,-0.1452225,0.9324872,-0.009605527,0.09888232,-0.09170246,0.6653358,-0.1502261,0.7312732,0.4398173,3.632548,3.597953
14349,0.07822385,-0.384653,0.1844511,-0.1090456,0.1800736,-0.06749308,0.9752576,0.3564231,-0.027349,0.3289337,-0.3731917,0.2002389,0.3080187,0.8519136,-0.009769291,0.09880638,-0.09140396,0.665255,-0.1527349,0.7308268,0.4362492,3.63218,3.597435
14383,0.07805958,-0.3848126,0.1850147,-0.1074904,0.1791991,-0.06516601,0.9757494,0.3445837,-0.03219795,0.332242,-0.351786,0.2363317,0.5614201,0.7107752,-0.009700507,0.09857941,-0.09079361,0.6655743,-0.1529189,0.7304975,0.4324943,3.612234,3.594327
14406,0.07794634,-0.3852304,0.1855726,-0.1036352,0.1793395,-0.06185422,0.9763561,0.3607134,-0.01793027,0.3206549,-0.39096,0.206753,0.1740318,0.8798389,-0.009685934,0.09828985,-0.09045982,0.6653808,-0.1553515,0.7301605,0.429155,3.549757,3.577006
14439,0.07810917,-0.3857948,0.1862516,-0.1020104,0.1788131,-0.06137112,0.9766542,0.3782438,-0.02820897,0.3266239,-0.333674,0.14548,-0.2422859,0.8993302,-0.009655744,0.09780288,-0.0900507,0.665501,-0.1599441,0.7290585,0.4259551,3.562771,3.556699
14459,0.07843414,-0.385682,0.1863327,-0.1045486,0.1790276,-0.06349057,0.9762109,0.3823208,-0.02708375,0.331152,-0.3055479,0.1474898,-0.1921294,0.9208548,-0.009522796,0.09746873,-0.08983517,0.6661931,-0.1619244,0.7279884,0.4269664,3.582306,3.556425
14479,0.07876101,-0.3854848,0.186347,-0.1074191,0.1793033,-0.0667756,0.9756293,0.3729393,-0.02229333,0.329628,-0.3221762,0.1990466,0.03982624,0.9246604,-0.009281009,0.09724474,-0.08959007,0.6668667,-0.1623784,0.7272703,0.4274585,3.580941,3.553801
14502,0.07925764,-0.3853736,0.1863394,-0.1089092,0.1795452,-0.06841236,0.9753062,0.3617131,-0.01986969,0.3294086,-0.3336084,0.2315026,0.2378717,0.8823429,-0.008991718,0.09692991,-0.08935452,0.6672809,-0.1621419,0.7269431,0.4277479,3.573914,3.551789
14536,0.07984987,-0.3851707,0.1865444,-0.1071465,0.1808186,-0.06490235,0.975506,0.3561393,-0.01315236,0.3259525,-0.3542831,0.2424913,0.256198,0.8660508,-0.008590013,0.09619963,-0.08904839,0.6683853,-0.1612419,0.7261282,0.4261495,3.580703,3.563236
14557,0.08054724,-0.3850332,0.1868057,-0.1066929,0.182948,-0.06398251,0.9752194,0.3603543,-0.01119852,0.3242607,-0.3637843,0.2154944,0.126364,0.8973603,-0.008348078,0.09555173,-0.08890533,0.6694961,-0.1618569,0.7249672,0.4253181,3.558771,3.568768
14580,0.08118334,-0.384797,0.1867514,-0.1086382,0.184292,-0.0659002,0.9746237,0.361658,-0.01433182,0.3281813,-0.3412014,0.185445,0.04264356,0.9205288,-0.008123636,0.09503102,-0.08873081,0.6704119,-0.1620722,0.7240721,0.4253204,3.537299,3.567725
14616,0.08181229,-0.384015,0.1865015,-0.1130579,0.1850388,-0.06727301,0.9738855,0.3579334,-0.01734972,0.3321457,-0.3194409,0.1775468,0.06922174,0.9282473,-0.007838488,0.09455407,-0.08837414,0.671257,-0.1614447,0.7234292,0.4244936,3.527587,3.57077
14639,0.08242264,-0.3838158,0.1861467,-0.1151134,0.1855017,-0.06849026,0.9734717,0.3535158,-0.015818,0.3308487,-0.3340733,0.187474,0.1299666,0.9145257,-0.007772177,0.09437144,-0.08807945,0.6709985,-0.1562931,0.7247989,0.4249205,3.529675,3.574048
14661,0.08253255,-0.3836243,0.1860752,-0.1148701,0.1863611,-0.06710191,0.973433,0.3497149,-0.01331306,0.3284721,-0.3495594,0.1957292,0.1706616,0.9002072,-0.007666588,0.09423125,-0.08778,0.6705884,-0.149449,0.7266197,0.4250908,3.559964,3.593737
14684,0.08255473,-0.383544,0.1861496,-0.1141231,0.1872272,-0.06501239,0.9734964,0.3485185,-0.01166296,0.3268089,-0.3559685,0.1982291,0.1717761,0.8969307,-0.007608652,0.09415352,-0.08749008,0.6700603,-0.1461586,0.7277753,0.424938,3.547691,3.595532
14705,0.08256856,-0.3836219,0.1863708,-0.1144691,0.187232,-0.06598845,0.9733892,0.3493103,-0.01084232,0.3259554,-0.3571836,0.1947331,0.1455324,0.9018422,-0.007495642,0.09402406,-0.08720493,0.6694403,-0.142926,0.7289869,0.4254813,3.529372,3.60756
14728,0.08243194,-0.3836087,0.1868095,-0.1151352,0.1865388,-0.06800857,0.9733047,0.3503491,-0.01079607,0.3261013,-0.3524064,0.1902666,0.1183674,0.908624,-0.007454842,0.09398639,-0.08684158,0.6685833,-0.1424804,0.7298602,0.4238017,3.519862,3.597951
14750,0.08220449,-0.3837849,0.1875134,-0.1146688,0.1854774,-0.06830038,0.9735422,0.3501753,-0.01085186,0.3266354,-0.3476223,0.1896526,0.1155472,0.9109553,-0.007460505,0.09382761,-0.08641243,0.6672844,-0.1423569,0.7310719,0.4220073,3.516567,3.598439
14783,0.08210436,-0.3843004,0.1882229,-0.1132754,0.1848164,-0.06762102,0.9738783,0.348555,-0.009538412,0.3259964,-0.3513979,0.1914755,0.125229,0.9078405,-0.007490337,0.0936141,-0.08583355,0.666051,-0.1439972,0.7318749,0.4208713,3.510488,3.587213
14804,0.08200374,-0.3844756,0.1886234,-0.1123905,0.1848693,-0.06667256,0.9740362,0.3477425,-0.008304596,0.3251829,-0.3551754,0.1919708,0.1294902,0.9056655,-0.007332087,0.09350836,-0.08556652,0.6652253,-0.144574,0.7325119,0.4182746,3.488792,3.593823
14826,0.08191624,-0.3846481,0.1890411,-0.1117604,0.184728,-0.06644893,0.9741508,0.3469743,-0.007027626,0.3244677,-0.3590591,0.190939,0.1322872,0.9039463,-0.007221222,0.09349263,-0.0852747,0.6648999,-0.1443193,0.7328574,0.4143267,3.485956,3.604198
14859,0.08225241,-0.3846706,0.1893854,-0.1131524,0.1839363,-0.06805307,0.9740292,0.3432275,-0.006471038,0.3246193,-0.3634699,0.1901694,0.1744508,0.8951492,-0.006947428,0.09366512,-0.08488178,0.6653509,-0.1409788,0.7330984,0.4048724,3.525271,3.589971
14881,0.08255211,-0.3844129,0.189414,-0.1151122,0.184487,-0.06878894,0.9736436,0.3396141,-0.00589931,0.3248138,-0.3683301,0.1895498,0.2091019,0.8858218,-0.006762028,0.09387267,-0.08461952,0.6664621,-0.1380661,0.7326431,0.4009605,3.534352,3.570756
14903,0.08301273,-0.3841618,0.1893778,-0.1162687,0.1856328,-0.06929947,0.9732521,0.3384046,-0.004820228,0.3245125,-0.3737261,0.1884546,0.2103205,0.8835038,-0.006644189,0.0941838,-0.08440113,0.6675888,-0.1364211,0.7319252,0.3977137,3.538018,3.551656
14926,0.0834817,-0.3840308,0.1894531,-0.11593,0.1868339,-0.06844894,0.9731228,0.3388342,-0.004178047,0.3242722,-0.3766944,0.1873612,0.1956107,0.8858519,-0.006516248,0.09443641,-0.08411503,0.6684359,-0.1341353,0.7315744,0.3943709,3.518987,3.549594
14960,0.08454481,-0.3843801,0.1894722,-0.1138788,0.188237,-0.06621047,0.9732496,0.3401765,-0.004476786,0.3244696,-0.3760212,0.1924699,0.1863166,0.8870454,-0.006262124,0.09484673,-0.08374214,0.6694083,-0.1305866,0.7313274,0.3893437,3.522905,3.546717
14982,0.08529726,-0.384643,0.1894608,-0.1140011,0.1893815,-0.06586806,0.9730364,0.3409874,-0.004808903,0.3246975,-0.3767726,0.1992732,0.1913904,0.8841394,-0.006170571,0.09500241,-0.08342171,0.6691951,-0.1295044,0.7317148,0.3869981,3.492219,3.542869
15005,0.08579221,-0.3843262,0.189455,-0.1157257,0.1902884,-0.06738558,0.9725519,0.3416943,-0.005270123,0.3244314,-0.3788927,0.2071113,0.2000854,0.8794948,-0.006048113,0.09505188,-0.08308125,0.66864,-0.1293969,0.7322411,0.3859759,3.478868,3.539647
15026,0.08631459,-0.3841579,0.1894932,-0.1167708,0.190618,-0.06808074,0.9723139,0.3421246,-0.005833864,0.3241806,-0.3817568,0.2157028,0.2142047,0.8728404,-0.00595969,0.09511364,-0.08258629,0.6685843,-0.1296261,0.7322513,0.3852495,3.478913,3.537451
15062,0.0868043,-0.3840041,0.1895123,-0.1173153,0.1912526,-0.06770906,0.9721497,0.3423735,-0.007364988,0.3236065,-0.3851518,0.2240051,0.2328019,0.8644554,-0.005754918,0.0952965,-0.08197498,0.6683587,-0.127272,0.73287,0.3828121,3.495272,3.512068
15082,0.08715382,-0.3839146,0.189579,-0.1176251,0.1918727,-0.06766696,0.971993,0.3427106,-0.008201003,0.3234005,-0.3868692,0.2260951,0.2376599,0.8618184,-0.005629599,0.09556246,-0.08154202,0.6689468,-0.12581,0.7325858,0.3828491,3.497897,3.529636
15103,0.08734789,-0.3839496,0.1895714,-0.1179625,0.1925857,-0.06760954,0.9718151,0.3428682,-0.009291649,0.323101,-0.3885065,0.2281789,0.2426431,0.85914,-0.005566686,0.09584045,-0.08119583,0.6706935,-0.1235077,0.7313797,0.3818694,3.495711,3.565674
15124,0.08733216,-0.3839585,0.1896324,-0.117933,0.1932153,-0.06765325,0.9716907,0.34295,-0.01029086,0.3227692,-0.3899841,0.2309812,0.2487661,0.8559647,-0.005400985,0.09647655,-0.08086491,0.6652883,-0.1168477,0.737386,2,0,3.551623
15158,0.08717576,-0.3838342,0.1899662,-0.1180844,0.1929382,-0.06751923,0.9717367,0.3432683,-0.01156557,0.3225164,-0.391103,0.231602,0.2501438,0.8548843,-0.005400985,0.09647655,-0.08086491,0.6652883,-0.1168477,0.737386,2,0,3.551623
15180,0.08716503,-0.3838603,0.1903286,-0.1187735,0.1923923,-0.06759539,0.9717556,0.3434121,-0.01202738,0.3222017,-0.3934967,0.2319607,0.2502345,0.8536611,-0.005400985,0.09647655,-0.08086491,0.6652883,-0.1168477,0.737386,2,0,3.551623
15203,0.08694974,-0.3840604,0.1906738,-0.1189529,0.1923335,-0.06672899,0.9718052,0.3433882,-0.01281118,0.3218699,-0.3947373,0.2359475,0.2598311,0.8491166,-0.004522473,0.1005238,-0.07980442,0.6739255,-0.169383,0.7191201,2,3.605692,0
15227,0.08712307,-0.3844924,0.1910458,-0.1182168,0.1928797,-0.06669328,0.9717892,0.3429019,-0.01325405,0.3215618,-0.3953047,0.2409469,0.2754333,0.8425054,-0.004232913,0.1023061,-0.07974815,0.6713719,0.199589,0.7137395,0.3402393,3.926112,3.759733
15250,0.08759537,-0.3851982,0.191453,-0.1169898,0.1933189,-0.06675819,0.971846,0.3419246,-0.01273322,0.3205729,-0.4001395,0.2422794,0.2803534,0.8382071,-0.003974199,0.1039642,-0.07978535,0.6776908,0.2099977,0.7047241,0.4138893,3.552824,3.484021
15294,0.08842984,-0.3871378,0.1922207,-0.1137251,0.1936179,-0.06808959,0.9720815,0.340562,-0.01187873,0.3189564,-0.4083133,0.2380987,0.2762421,0.8368271,-0.003507376,0.10743,-0.08012676,0.6830145,0.2153323,0.6979422,0.4345987,3.414101,3.536874
15315,0.08874622,-0.3879436,0.1924553,-0.1115553,0.1942674,-0.06699154,0.9722797,0.3396722,-0.01168513,0.3186216,-0.4106497,0.234857,0.2774928,0.8361859,-0.003343374,0.1089153,-0.08043098,0.68279,0.2156401,0.6980667,0.438723,3.418305,3.515962
15338,0.08900204,-0.3886217,0.1926508,-0.1078545,0.1951274,-0.06309438,0.9727856,0.3388957,-0.01129293,0.3182468,-0.4147571,0.234791,0.281919,0.8326893,-0.003149301,0.110341,-0.08076,0.6879327,0.2177057,0.692353,0.429426,3.414041,3.504569
15361,0.08909526,-0.3890653,0.1931324,-0.09928651,0.1961265,-0.05308058,0.974094,0.3383304,-0.01051164,0.3177614,-0.4187227,0.2356747,0.2845176,0.8295652,-0.003008604,0.1117207,-0.08109474,0.6965214,0.2023589,0.6884104,0.42194,3.430604,3.497208
15383,0.08939162,-0.3900754,0.1934576,-0.08677057,0.2001285,-0.03916556,0.9751337,0.3380937,-0.009902,0.3174267,-0.4212963,0.2362704,0.2862161,0.8275059,-0.002738565,0.1130922,-0.08146858,0.7007121,0.1932581,0.6867707,0.4177415,3.412014,3.477584
15406,0.09032908,-0.3915427,0.1932545,-0.07226494,0.2070504,-0.03211049,0.9751292,0.3380002,-0.009115934,0.3168592,-0.4249946,0.2375384,0.2885898,0.8244216,-0.002401948,0.1144818,-0.08193302,0.7031918,0.1877605,0.6857604,0.4135194,3.402798,3.465245
15427,0.09131399,-0.3926741,0.193264,-0.06814183,0.210378,-0.03022519,0.9747739,0.3377267,-0.008233309,0.3163605,-0.4290926,0.2393828,0.2921934,0.8204867,-0.002136052,0.1158328,-0.0823164,0.7041893,0.1868066,0.6849969,0.4095345,3.401695,3.469493
15449,0.09230867,-0.3927923,0.1928577,-0.07246971,0.2131501,-0.03340459,0.9737553,0.3375598,-0.007626534,0.3158875,-0.4319845,0.2399926,0.2918543,0.8189103,-0.00200212,0.1171561,-0.08288097,0.7078627,0.1903783,0.6802106,0.4119167,3.404743,3.460381
15483,0.09304586,-0.3917602,0.1923656,-0.08574373,0.2136599,-0.04794543,0.9719561,0.3374709,-0.006859303,0.3158684,-0.4338576,0.2388556,0.2879628,0.8196298,-0.001934022,0.1191065,-0.0838089,0.7133766,0.2019882,0.6710401,0.4148917,3.409282,3.458438
15505,0.0933992,-0.391363,0.1921673,-0.09182892,0.2131515,-0.0574127,0.9709983,0.3376926,-0.006636143,0.3160305,-0.4339587,0.2381718,0.2865753,0.8202614,-0.001862556,0.1204171,-0.0844841,0.7155779,0.2029715,0.6683942,0.412898,3.3965,3.459075
15527,0.09322944,-0.3913157,0.1924982,-0.09189246,0.2120994,-0.05875475,0.9711424,0.3374867,-0.006735086,0.3163662,-0.4330933,0.2383755,0.2903178,0.8193429,-0.001925439,0.1217893,-0.08518124,0.7170221,0.2026341,0.6669474,0.4132155,3.396705,3.460576
15550,0.09305421,-0.3914518,0.1927967,-0.09021372,0.2119258,-0.05725323,0.9714273,0.3370344,-0.006726503,0.3169613,-0.4324698,0.2386188,0.2955609,0.8177253,-0.002110958,0.1231604,-0.08601284,0.7183544,0.1975229,0.6670469,0.4125978,3.387155,3.447482
15584,0.09293643,-0.3919786,0.1933165,-0.08733133,0.212313,-0.05467861,0.9717544,0.3366639,-0.006040096,0.3174591,-0.4334188,0.2372454,0.2988772,0.8164161,-0.002347112,0.1248926,-0.08722019,0.7196816,0.1940428,0.6666377,0.4114155,3.40155,3.44257
15604,0.0921413,-0.3919953,0.1938591,-0.08711453,0.2123088,-0.05523621,0.9717433,0.3372087,-0.005265951,0.317975,-0.4331155,0.2357481,0.2968498,0.8177494,-0.002391607,0.1258409,-0.08794403,0.7201852,0.1910701,0.6669525,0.4108514,3.398304,3.452503
15625,0.09193936,-0.3921481,0.1941948,-0.0874166,0.2120893,-0.05676792,0.9716758,0.3382377,-0.003816128,0.3186913,-0.4317498,0.2349718,0.2946189,0.8194999,-0.002494574,0.1267703,-0.08860302,0.7202821,0.1832563,0.6690373,0.4095342,3.412495,3.44251
15658,0.09089366,-0.3921638,0.1947517,-0.08782367,0.2103436,-0.05840831,0.9719213,0.3406111,-0.0002754927,0.3196192,-0.4296283,0.2376717,0.2935543,0.8202181,-0.00269255,0.1279837,-0.08953857,0.7197988,0.1790857,0.6706847,0.4145429,3.404731,3.434776
15693,0.09002224,-0.3923647,0.1952333,-0.08770969,0.2100433,-0.05977339,0.9719136,0.3446242,0.005643249,0.3198223,-0.4300955,0.2440079,0.2872182,0.8203559,-0.00279519,0.1287165,-0.09043503,0.7179725,0.172168,0.6744432,0.4274021,3.470607,3.436354
15713,0.08961287,-0.3924065,0.1955853,-0.08800429,0.2101635,-0.06180357,0.971734,0.3474008,0.009901047,0.3204346,-0.4293849,0.2465496,0.280327,0.8223495,-0.002847254,0.1289144,-0.09085178,0.7167067,0.1659329,0.6773461,0.4327408,3.455969,3.417212
15734,0.08918253,-0.3924917,0.1960354,-0.08790786,0.2097474,-0.06326564,0.9717385,0.3512329,0.01442194,0.3216887,-0.4254612,0.2490675,0.2731594,0.8260339,-0.002834022,0.1289685,-0.09121704,0.7154062,0.1600123,0.6801397,0.4369024,3.45648,3.390137
15756,0.0886282,-0.3923393,0.1967411,-0.08723159,0.208869,-0.06292083,0.972011,0.3557967,0.01993513,0.3232546,-0.4199224,0.2528453,0.2649477,0.8303838,-0.002932221,0.1290754,-0.09150124,0.7142016,0.1542253,0.6827376,0.4384567,3.456443,3.388048
15778,0.08812323,-0.3921065,0.197382,-0.08638847,0.2075353,-0.0621605,0.9724208,0.3607821,0.02587473,0.3237438,-0.4192109,0.2589983,0.2538289,0.8323179,-0.0030711,0.1289803,-0.09179306,0.7134277,0.1505652,0.6843619,0.4390213,3.453125,3.386915
15800,0.08757582,-0.3915788,0.1979303,-0.08682016,0.2064581,-0.06140604,0.9726596,0.3663177,0.0324192,0.323885,-0.4196116,0.2674072,0.2453242,0.832007,-0.003191322,0.1288031,-0.0919857,0.7126006,0.1479083,0.6858014,0.4398725,3.451593,3.385795
15834,0.08678475,-0.3904617,0.1984339,-0.08901891,0.2054338,-0.06290627,0.9725819,0.3746175,0.04171073,0.3255558,-0.4126844,0.2776192,0.2408842,0.833423,-0.003316879,0.1285894,-0.09208488,0.7118891,0.1439192,0.6873873,0.4387704,3.461875,3.385802
15856,0.0864965,-0.3894771,0.1985264,-0.09133762,0.2050576,-0.06248068,0.9724737,0.3807084,0.0471909,0.328001,-0.3993303,0.2807539,0.2375196,0.8398196,-0.003384024,0.1285361,-0.09212112,0.7116205,0.1408655,0.6882973,0.4392169,3.465591,3.390167
15878,0.08600226,-0.3883271,0.1986094,-0.09384902,0.2044685,-0.06171677,0.9724074,0.3861243,0.05290008,0.3291292,-0.3949353,0.2850473,0.2313164,0.8421799,-0.003472239,0.128493,-0.09218216,0.7114929,0.1389837,0.6888116,0.4406072,3.467937,3.400042
15900,0.08570448,-0.387558,0.1988449,-0.0959932,0.2038078,-0.06283486,0.9722651,0.3905124,0.06022012,0.3285923,-0.3994737,0.293296,0.2351656,0.8361192,-0.003704458,0.1284429,-0.09212399,0.7111777,0.1381393,0.6893067,0.4427676,3.469516,3.40208
15933,0.08479801,-0.3867313,0.1993313,-0.096294,0.2019832,-0.06275957,0.972621,0.3961019,0.07054281,0.329051,-0.3989066,0.3000877,0.2500702,0.8296299,-0.004165441,0.1282681,-0.09208107,0.7106062,0.1372633,0.6900709,0.443419,3.540571,3.404624
15956,0.08423701,-0.3865471,0.1994591,-0.09567581,0.2010765,-0.06268112,0.9728749,0.3993503,0.07578802,0.3306808,-0.391733,0.301913,0.2633866,0.8282641,-0.004462749,0.1281257,-0.0921011,0.7102141,0.1367704,0.690572,0.4461752,3.50606,3.412857
15978,0.08360139,-0.386306,0.1998711,-0.09510502,0.1996651,-0.06160133,0.9732904,0.4028682,0.07997334,0.3334799,-0.3810979,0.3015794,0.2715242,0.8307159,-0.00466916,0.1280233,-0.09199238,0.7130798,0.134468,0.6880666,0.4688625,3.489617,3.401471
16001,0.08209243,-0.3856988,0.200633,-0.09597519,0.1977765,-0.06183484,0.9735758,0.4073028,0.08466554,0.3353329,-0.3757952,0.3028858,0.2625265,0.8355346,-0.004845172,0.127849,-0.09185219,0.7202876,0.1286481,0.6816417,0.4785391,3.467303,3.431621
16033,0.08106437,-0.3854488,0.2011995,-0.09792182,0.1943263,-0.06327219,0.9739842,0.4149512,0.09250522,0.3352337,-0.3777627,0.3125539,0.2411075,0.8375396,-0.004946142,0.1275058,-0.09158516,0.724539,0.1225629,0.6782489,0.4651655,3.439458,3.445715
16056,0.07970801,-0.3851492,0.2019405,-0.09766927,0.1915808,-0.06215569,0.9746252,0.4190857,0.09685493,0.3361044,-0.3720184,0.3194041,0.2465684,0.8359351,-0.004998446,0.1273235,-0.09139442,0.7259187,0.1194435,0.6773296,0.4580497,3.436319,3.456463
16078,0.07886711,-0.385271,0.2027788,-0.09661854,0.1887647,-0.06124775,0.9753366,0.4218897,0.1006193,0.3381357,-0.3602356,0.3226128,0.2678207,0.8333207,-0.005013019,0.1271378,-0.09112453,0.7263837,0.1185395,0.6769899,0.4557034,3.437441,3.49738
16101,0.07754508,-0.3852241,0.2035322,-0.09596071,0.1858858,-0.0606727,0.9759902,0.425039,0.1048124,0.3388357,-0.355796,0.3279404,0.2722249,0.8317199,-0.004956961,0.1267262,-0.09095669,0.7263737,0.1190152,0.676917,0.4544698,3.500512,3.504684
16134,0.07569495,-0.3850179,0.2047386,-0.09459098,0.1820673,-0.05799482,0.977006,0.4311089,0.110805,0.3393955,-0.3553187,0.332987,0.2530547,0.8359615,-0.004940152,0.126361,-0.09068966,0.7269226,0.1172026,0.6766439,0.4531723,3.486304,3.504679
16157,0.07478777,-0.385278,0.2053509,-0.09232027,0.1804761,-0.05412661,0.9777401,0.4344899,0.1121409,0.3423767,-0.3415658,0.3323506,0.2527823,0.8420077,-0.004891276,0.1260544,-0.09054279,0.7281543,0.1163805,0.6754605,0.4540181,3.484252,3.504752
16179,0.0738174,-0.3856978,0.2059155,-0.09082873,0.1796614,-0.05207922,0.978141,0.4389481,0.1137437,0.3442411,-0.3316818,0.3390505,0.2488525,0.8444552,-0.004764169,0.1258633,-0.09039402,0.7290159,0.1166939,0.6744763,0.4550514,3.485825,3.51846
16201,0.07267275,-0.3858596,0.2065449,-0.09117446,0.1777724,-0.0537463,0.9783638,0.443148,0.1160034,0.34478,-0.327381,0.3493232,0.2478286,0.8422446,-0.004695803,0.1257685,-0.09017372,0.7296904,0.117098,0.6736764,0.4564604,3.487696,3.523069
16235,0.0704743,-0.3859752,0.2075634,-0.09058936,0.1722555,-0.05476873,0.9793478,0.4451713,0.1202788,0.3459311,-0.3304099,0.3476962,0.2560339,0.8392755,-0.004457176,0.1257744,-0.08994102,0.7305232,0.1180029,0.6726153,0.4623289,3.494473,3.534624
16257,0.06879655,-0.3857098,0.208539,-0.08999279,0.1695341,-0.05440724,0.9798976,0.4473971,0.1232785,0.3468647,-0.3305837,0.3466575,0.2541736,0.8402017,-0.004199713,0.1257248,-0.08968449,0.7305645,0.118172,0.6725405,0.4681818,3.495893,3.506944
16279,0.06782833,-0.3856133,0.2091923,-0.08930782,0.1677584,-0.05318506,0.9803329,0.4500917,0.1257532,0.3479509,-0.3277397,0.3499963,0.2484509,0.8416421,-0.003964901,0.1256695,-0.08940983,0.73044,0.1187609,0.6725723,0.4742433,3.50701,3.532912
16301,0.04385236,-0.371102,0.2142715,-0.08792496,0.1663834,-0.05137473,0.9807887,0.4531445,0.1283088,0.3481998,-0.3265074,0.3565081,0.2429298,0.8409995,-0.003697336,0.1257325,-0.08919048,0.73003,0.1196522,0.6728593,0.4773925,3.522781,3.551281
16324,0.04388478,-0.3714603,0.2147036,-0.087853,0.1642065,-0.05168708,0.9811456,0.4561943,0.13108,0.348156,-0.3241824,0.3645231,0.2436744,0.8382431,-0.003253669,0.1259016,-0.08899117,0.7294647,0.1211439,0.6732053,0.4767621,3.53525,3.566331
16358,0.04386511,-0.3716978,0.2152729,-0.08826905,0.161263,-0.05264693,0.9815453,0.4590096,0.1335429,0.350668,-0.3149057,0.3648438,0.2491298,0.8400344,-0.002579898,0.1259543,-0.0885191,0.7282291,0.1234375,0.6741258,0.475328,3.553967,3.587743
16380,0.04365888,-0.3717349,0.2157669,-0.08804554,0.1606959,-0.05206267,0.9816895,0.4612929,0.1340712,0.3533459,-0.305192,0.3606478,0.2396546,0.848149,-0.001908898,0.1259301,-0.08826637,0.7279195,0.1237201,0.6744083,0.4761035,3.565316,3.593008
16403,0.04291824,-0.3718776,0.2167435,-0.08790286,0.1603549,-0.05036172,0.9818468,0.4643783,0.1350825,0.3546801,-0.3000226,0.3625128,0.2227358,0.8537914,-0.001161963,0.1259252,-0.0880003,0.7276617,0.1234752,0.6747314,0.4751921,3.572827,3.605675
16425,0.04188552,-0.3722697,0.2180357,-0.08722899,0.1577771,-0.04945606,0.9823704,0.4670426,0.136287,0.3556499,-0.2940954,0.3664338,0.2154264,0.8560523,-0.0004964769,0.125893,-0.08765602,0.7275338,0.1224484,0.6750562,0.4732544,3.580319,3.615616
16458,0.03961805,-0.3729784,0.2198935,-0.0845494,0.150456,-0.0511979,0.9836631,0.468327,0.1380322,0.3578949,-0.286001,0.3647538,0.2235027,0.8574408,0.0006046891,0.1256717,-0.08726978,0.7271825,0.1200226,0.6758699,0.4716923,3.590098,3.62313
