Timestamp,Lx,Ly,Lz,LqX,LqY,LqZ,LqW,Rx,Ry,Rz,RqX,RqY,RqZ,RqWGx,Gy,Gz,Glx,Gly,Glz,Gf,Lpd,Rpd
11682,0.06113997,-0.3962615,0.1980658,-0.07483502,0.1469014,-0.05122065,0.9849854,0.4481958,-0.2944926,0.3386908,-0.08782334,0.3129741,0.1122046,0.9390125,-0.01128605,0.1019781,-0.08080196,0.4405114,0.09989601,0.8921717,0.7732132,3.670117,3.464421
11705,0.06134573,-0.3966891,0.1985235,-0.07477709,0.1472043,-0.05158045,0.9849257,0.4483158,-0.2947702,0.3392467,-0.08529901,0.3128499,0.1132765,0.9391579,-0.0125995,0.1045274,-0.08155251,0.4362598,0.08260281,0.8960212,0.7140417,3.566298,3.458123
11728,0.06138471,-0.3966755,0.1988392,-0.07563652,0.1476466,-0.05289445,0.9847243,0.4480821,-0.2947783,0.3397007,-0.08566379,0.3120038,0.1111541,0.9396596,-0.01390421,0.1069402,-0.08241844,0.4313257,0.06855398,0.8995879,0.7536313,3.542657,3.441601
11750,0.06130305,-0.3966941,0.1990538,-0.07625028,0.147815,-0.05156348,0.9847223,0.4477457,-0.294383,0.3398085,-0.08835504,0.3122567,0.1077916,0.9397181,-0.01529771,0.1093215,-0.08349705,0.4371392,0.05681524,0.8975976,0.8013085,3.530702,3.435318
11785,0.06107357,-0.3967212,0.1995602,-0.07578465,0.1480071,-0.05112204,0.9847524,0.4473592,-0.2939626,0.3404551,-0.08987992,0.3113498,0.1059205,0.9400871,-0.01747668,0.1125367,-0.08524799,0.4449814,0.04642061,0.8943359,0.771958,3.556322,3.394553
11806,0.06109193,-0.3970522,0.199707,-0.0751513,0.147955,-0.05111972,0.9848088,0.4470891,-0.2939223,0.3408909,-0.08960657,0.3120373,0.1075245,0.9397031,-0.01870009,0.1142092,-0.08637619,0.4462757,0.04314163,0.893855,0.7483155,3.559081,3.427157
11828,0.06114152,-0.3975211,0.1998491,-0.07447232,0.1480215,-0.05094901,0.9848592,0.4470939,-0.293802,0.3413467,-0.09004412,0.3127265,0.1078226,0.9393979,-0.02016923,0.1158459,-0.08733463,0.4442078,0.06626706,0.8934696,0.7447801,3.54382,3.433984
11850,0.06100538,-0.3979192,0.2000504,-0.07359375,0.1484103,-0.0506713,0.9848811,0.4467675,-0.2934713,0.3418961,-0.09081145,0.3119216,0.1072846,0.9396533,-0.0213553,0.1173161,-0.08825874,0.4346488,0.09423983,0.8956558,0.7306637,3.572036,3.433334
11884,0.06061092,-0.3985749,0.2003384,-0.07253142,0.148367,-0.05095676,0.9849517,0.4460768,-0.2931458,0.3427534,-0.09282792,0.3115011,0.106562,0.9396779,-0.0230054,0.1191498,-0.08942032,0.4265427,0.129503,0.8951483,0.6794997,3.545047,3.42868
11904,0.06013432,-0.3988355,0.2004595,-0.07195,0.1477642,-0.0518574,0.985038,0.4456872,-0.2931234,0.3432922,-0.09160824,0.3115931,0.1068706,0.9397321,-0.02394909,0.1199722,-0.09005356,0.4260388,0.1330976,0.8948609,0.6516228,3.541759,3.430876
11927,0.0595341,-0.3990083,0.2005367,-0.07143719,0.1471218,-0.05145485,0.9851925,0.4450857,-0.293014,0.3438005,-0.09057833,0.3124888,0.1082149,0.9393806,-0.02485839,0.1206467,-0.09073257,0.4277076,0.1357299,0.8936686,0.6448972,3.536197,3.417061
11950,0.05916002,-0.3992716,0.2004128,-0.07130745,0.1470991,-0.05071835,0.9852436,0.4444338,-0.2924223,0.3441963,-0.09124348,0.3131014,0.1086095,0.9390666,-0.0255969,0.1211694,-0.09139538,0.4321794,0.1285266,0.8925816,0.6540663,3.520923,3.410432
11981,0.05794087,-0.3991108,0.2004585,-0.07130882,0.146654,-0.05066581,0.9853125,0.4430181,-0.2908763,0.3448477,-0.09332326,0.3122633,0.1080099,0.9392105,-0.02624424,0.1216854,-0.09211636,0.4363713,0.1150322,0.8923832,0.6637449,3.535922,3.399799
12002,0.05721179,-0.3989922,0.2006025,-0.07146657,0.145763,-0.05031126,0.9854514,0.4415852,-0.2892531,0.3455973,-0.09553088,0.3104698,0.1067972,0.9397216,-0.0263368,0.1216313,-0.0924921,0.4408842,0.1086818,0.8909598,0.6685379,3.53988,3.393163
12025,0.0566037,-0.3989526,0.2008057,-0.07161123,0.1448135,-0.05016716,0.9855883,0.4398808,-0.2869611,0.346468,-0.09716423,0.3089502,0.1062734,0.9401143,-0.02623104,0.1214342,-0.09288979,0.4469391,0.09898958,0.8890706,0.6593773,3.450727,3.39156
12057,0.05523327,-0.3988531,0.2012339,-0.07109593,0.1427852,-0.05002559,0.9859287,0.4369339,-0.2821558,0.3476591,-0.1000361,0.3066545,0.1020724,0.9410298,-0.02570747,0.12075,-0.09338665,0.4558282,0.08978432,0.8855277,0.6560243,3.470946,3.397612
12080,0.05451337,-0.3983611,0.2014275,-0.07180079,0.1417378,-0.04994421,0.9860327,0.4348814,-0.2778431,0.3491821,-0.1024656,0.3042638,0.09778643,0.9419991,-0.0250366,0.1201454,-0.09358501,0.461863,0.08339489,0.883022,0.652811,3.472747,3.399706
12106,0.05385461,-0.3981192,0.2017555,-0.07294386,0.1406161,-0.05019586,0.9860967,0.4316999,-0.2712727,0.3513231,-0.105608,0.2982193,0.1003581,0.9433135,-0.02409703,0.1192465,-0.09367657,0.5488037,0.03978045,0.8350042,0.7187414,3.549384,3.635378
12129,0.05330029,-0.398017,0.2021761,-0.07272093,0.1393374,-0.05025228,0.9862918,0.4288558,-0.2646255,0.3533287,-0.1089898,0.2913746,0.1073084,0.9443024,-0.02303478,0.1183121,-0.09370613,0.6402929,-0.03091186,0.7675086,0.713187,3.493722,3.554229
12150,0.05272356,-0.3980684,0.2025833,-0.07153388,0.1383658,-0.0491794,0.9865694,0.426345,-0.2566103,0.3552876,-0.1144404,0.2848725,0.1131774,0.9449561,-0.021916,0.1171267,-0.09375763,0.665705,-0.06933743,0.7429867,0.6030188,3.4454,3.493302
12195,0.05244866,-0.3976276,0.2027349,-0.07113428,0.1380807,-0.04803836,0.9866945,0.4231991,-0.2378573,0.3579578,-0.1276232,0.2808614,0.1204248,0.9435714,-0.01959631,0.1144031,-0.09396648,0.674319,-0.09474149,0.7323373,0.6019666,3.40202,3.484184
12205,0.05266967,-0.3974891,0.2025318,-0.07167637,0.1383243,-0.04781308,0.986632,0.4226224,-0.2329636,0.3585663,-0.1312604,0.2793822,0.1233854,0.9431291,-0.01890627,0.1136729,-0.09404564,0.6755133,-0.09682836,0.7309625,0.5995354,3.411757,3.522245
12228,0.05282941,-0.3970294,0.2022095,-0.07272904,0.1389394,-0.04736172,0.9864904,0.4213327,-0.2227046,0.3599682,-0.1381092,0.2764761,0.1336956,0.9416009,-0.01754811,0.1123178,-0.09411716,0.679101,-0.1025093,0.7268518,0.5913361,3.396726,3.538021
12250,0.0534884,-0.3967193,0.2017431,-0.07336245,0.1400078,-0.04699344,0.98631,0.4200522,-0.2120389,0.3616238,-0.1450065,0.2732574,0.1456701,0.9397254,-0.01624781,0.1109669,-0.09411335,0.6833122,-0.1030119,0.722823,0.5532525,3.385507,3.497357
12285,0.05415908,-0.3959556,0.2009106,-0.07295503,0.142417,-0.04510085,0.9860836,0.4186098,-0.1941673,0.3644066,-0.1554042,0.2661113,0.1617302,0.9374847,-0.01416665,0.1088227,-0.09401417,0.6839392,-0.096209,0.7231673,0.5513071,3.426626,3.524554
12307,0.05474737,-0.3956952,0.2004051,-0.07325296,0.1440059,-0.04357698,0.9858993,0.4179489,-0.1829035,0.3657627,-0.161866,0.2618102,0.1688366,0.9363488,-0.01295629,0.1076223,-0.09385014,0.6826389,-0.09340642,0.7247616,0.5653855,3.432847,3.518912
12328,0.05526605,-0.3953009,0.1999531,-0.07417455,0.145471,-0.04404425,0.9855945,0.4171521,-0.1711413,0.3669062,-0.1688456,0.2568668,0.1737823,0.9355802,-0.01188427,0.1064801,-0.09363556,0.6771227,-0.0899602,0.7303507,0.5463557,3.42584,3.470272
12350,0.05572322,-0.3950198,0.1993828,-0.07542402,0.146538,-0.04520708,0.9852889,0.4160775,-0.1582024,0.367383,-0.1771673,0.2527832,0.1759149,0.9347547,-0.0108754,0.1053445,-0.09338665,0.6720884,-0.08678401,0.7353678,0.5076266,3.419859,3.438059
12384,0.05600896,-0.3944201,0.1988525,-0.07571594,0.1471956,-0.0435621,0.9852426,0.4143476,-0.1381454,0.3671713,-0.1900523,0.2495375,0.1808331,0.9321537,-0.009518027,0.1037303,-0.09277248,0.6688742,-0.08342811,0.7386792,0.5261148,3.562839,3.489006
12417,0.05622211,-0.3941329,0.1987572,-0.07598546,0.147878,-0.042383,0.9851711,0.4114009,-0.1183882,0.3661995,-0.2047065,0.2450241,0.1906717,0.9282795,-0.008610517,0.1020163,-0.0921402,0.6809226,-0.142927,0.7182732,0.524727,3.527323,3.566033
12436,0.05638161,-0.3942114,0.1987658,-0.07644957,0.1479405,-0.04279459,0.985108,0.4087316,-0.1069632,0.3653946,-0.2127127,0.2405396,0.2010694,0.925454,-0.008290559,0.101007,-0.09170437,0.6803586,-0.1819572,0.7099322,0.5137784,3.507642,3.527388
12457,0.05651608,-0.3944758,0.1987915,-0.07653398,0.1478405,-0.04286315,0.9851135,0.4051825,-0.09421432,0.3642244,-0.2223319,0.2333427,0.2127703,0.9224145,-0.00783816,0.0999155,-0.09119129,0.6821333,-0.1956802,0.704559,0.4993291,3.508666,3.503539
12479,0.05643323,-0.3947374,0.1989174,-0.07589514,0.1471415,-0.04370789,0.9852304,0.4015962,-0.08208013,0.362896,-0.2321202,0.226822,0.2214708,0.9195775,-0.007399768,0.09896505,-0.09050274,0.682258,-0.1951288,0.7045913,0.4623873,3.510882,3.46555
12501,0.05656019,-0.395059,0.1990614,-0.07468363,0.1463865,-0.04415324,0.9854156,0.3981141,-0.07106137,0.3612108,-0.2411106,0.2214145,0.2267172,0.9173008,-0.006970495,0.09800601,-0.08994293,0.6799662,-0.195687,0.7066488,0.436783,3.550425,3.464994
12535,0.05689302,-0.3952388,0.1990061,-0.07389878,0.1470458,-0.04189197,0.9854753,0.3918869,-0.05740523,0.3590984,-0.2493639,0.209904,0.2371047,0.9151718,-0.006662428,0.09664536,-0.0892334,0.676552,-0.1883717,0.7118943,0.430807,3.605006,3.473754
12574,0.05775383,-0.3952699,0.1986761,-0.07376411,0.1488279,-0.04195743,0.9852151,0.3846931,-0.04415059,0.3571749,-0.2581608,0.1942382,0.2560159,0.9110875,-0.006437242,0.09512961,-0.08848953,0.6783436,-0.1688423,0.7150819,0.4525377,3.560743,3.536367
12604,0.0585337,-0.3948703,0.1985321,-0.07466751,0.1494992,-0.04231274,0.9850302,0.3797413,-0.03596544,0.3552876,-0.265946,0.1874755,0.271124,0.9058794,-0.006327748,0.09389961,-0.08795071,0.677964,-0.1571282,0.7181056,0.4551731,3.624153,3.514839
12625,0.05886236,-0.3943964,0.1984367,-0.07512695,0.1499453,-0.04103997,0.9849813,0.3769869,-0.03105259,0.353837,-0.2714055,0.1850133,0.2739024,0.9039285,-0.006355196,0.09315848,-0.08759975,0.6772026,-0.1545263,0.7193874,0.4506007,3.644415,3.503368
12635,0.0589861,-0.3940557,0.1983585,-0.07536017,0.1503303,-0.04044037,0.9849296,0.375878,-0.02879453,0.353199,-0.2738348,0.1839699,0.2732584,0.9036036,-0.006329328,0.09276497,-0.08746433,0.6769911,-0.1538413,0.7197334,0.4452956,3.641767,3.51467
12657,0.05962816,-0.3935596,0.198101,-0.07597656,0.1512485,-0.03987712,0.9847646,0.3738159,-0.02484787,0.3519955,-0.2772566,0.1818681,0.2722394,0.9032931,-0.006320655,0.09189808,-0.08712482,0.6762804,-0.1513996,0.7209182,0.4382571,3.626791,3.522384
12680,0.05993119,-0.3928077,0.1977453,-0.07709529,0.151946,-0.03953925,0.9845839,0.3720881,-0.02262294,0.3512268,-0.2773261,0.1790019,0.2731937,0.9035562,-0.006366402,0.09093988,-0.08686829,0.6747388,-0.1475886,0.7231495,0.4346469,3.615899,3.543566
12702,0.06024376,-0.3919934,0.1975403,-0.07842277,0.1521409,-0.03927829,0.9844594,0.3706163,-0.02089608,0.3505735,-0.2772981,0.1762962,0.2750386,0.903537,-0.00647977,0.09020245,-0.08679962,0.6741927,-0.1477311,0.7236296,0.4330739,3.604004,3.55838
12724,0.06058827,-0.3911245,0.1973724,-0.07978677,0.1526432,-0.03885022,0.984289,0.3693401,-0.01954305,0.3498592,-0.27845,0.1759883,0.2738139,0.9036148,-0.006660908,0.08946908,-0.08674908,0.6737006,-0.1452706,0.7245854,0.4298678,3.614448,3.558389
12772,0.06112137,-0.3895938,0.1971064,-0.08257576,0.1535621,-0.03908766,0.9839066,0.3676457,-0.01811409,0.3486176,-0.2822008,0.176116,0.2689879,0.9038758,-0.006902188,0.08817577,-0.08663559,0.6731167,-0.139501,0.7262598,0.4203309,3.612796,3.56372
12795,0.0613679,-0.3892435,0.1970196,-0.08235906,0.1538148,-0.03908663,0.9838853,0.3672928,-0.01813304,0.3482761,-0.2816345,0.1749865,0.2697679,0.9040393,-0.006935149,0.08757865,-0.08673859,0.6724029,-0.134852,0.7277975,0.4180318,3.611211,3.573521
12817,0.0615851,-0.3890903,0.1967363,-0.08206932,0.1541415,-0.03848689,0.983882,0.3672563,-0.01814222,0.3477192,-0.2813723,0.1732538,0.269761,0.9044566,-0.007028937,0.08710432,-0.08695316,0.6719401,-0.1335524,0.7284643,0.4173185,3.609692,3.575918
12839,0.06185833,-0.3889021,0.1963196,-0.08181182,0.1549035,-0.03789862,0.9838066,0.3674046,-0.01792526,0.3469248,-0.2831063,0.1746537,0.2664875,0.9046167,-0.007086396,0.08675706,-0.08709431,0.6707347,-0.1315478,0.7299385,0.4138531,3.602687,3.578727
12862,0.06252852,-0.3888848,0.1959543,-0.08203316,0.1557649,-0.03808605,0.983645,0.3679437,-0.01809227,0.3467865,-0.2839945,0.1783779,0.2646906,0.904139,-0.007197767,0.08645916,-0.0871954,0.6700336,-0.1307454,0.7307262,0.4123558,3.602605,3.575215
12883,0.06275168,-0.3887641,0.1955795,-0.08251224,0.1563114,-0.038672,0.9834953,0.3683855,-0.01867175,0.3464451,-0.2833287,0.1799019,0.2647293,0.9040346,-0.00730148,0.08610511,-0.08731079,0.6691017,-0.1286886,0.7319442,0.4096277,3.604405,3.574658
12906,0.0628368,-0.3886136,0.1951351,-0.08299562,0.1565644,-0.03867986,0.9834141,0.3689779,-0.01961124,0.3461246,-0.2814345,0.1801328,0.2652957,0.9044142,-0.007225633,0.08599687,-0.08764267,0.6679174,-0.1270338,0.7333135,0.4057296,3.592133,3.57004
12929,0.06298152,-0.3884588,0.1947861,-0.08346996,0.1572197,-0.03822113,0.9832873,0.3695973,-0.02061927,0.3459597,-0.2804737,0.1802175,0.2636012,0.9051909,-0.007310569,0.08579516,-0.08803654,0.6672813,-0.1239995,0.7344112,0.4019001,3.592171,3.573157
12952,0.06329456,-0.388292,0.1946392,-0.08370965,0.1580578,-0.03823898,0.9831318,0.3700279,-0.02134514,0.345952,-0.2801974,0.1815154,0.2622147,0.9054198,-0.007362545,0.08560061,-0.08838272,0.6670763,-0.1211076,0.7350797,0.4003215,3.587669,3.59336
12985,0.06348625,-0.3880293,0.1947174,-0.08353143,0.1577468,-0.03827881,0.9831954,0.3702852,-0.02274585,0.3457909,-0.2794341,0.1840168,0.2597528,0.9058603,-0.007612318,0.08530462,-0.08898067,0.6667951,-0.1208513,0.735377,0.3987226,3.576998,3.57861
13007,0.06354156,-0.3876854,0.1947432,-0.08376559,0.1575228,-0.03821075,0.9832141,0.3701722,-0.02398372,0.3456421,-0.2772302,0.1825397,0.2625276,0.9060364,-0.007676214,0.08516216,-0.08942604,0.6666304,-0.1217017,0.7353861,0.3980788,3.576773,3.575784
13029,0.06386319,-0.3873694,0.1946907,-0.08437896,0.1572518,-0.03853479,0.9831923,0.3698019,-0.02476704,0.345293,-0.2769979,0.1797368,0.2642419,0.9061695,-0.007742167,0.08508015,-0.08984089,0.666722,-0.1219723,0.7352582,0.3980674,3.57767,3.574289
13051,0.06418887,-0.3870726,0.19454,-0.08500586,0.1572385,-0.03855027,0.9831399,0.3696555,-0.02530503,0.3446522,-0.2782269,0.1789265,0.2615458,0.9067353,-0.007894635,0.08498502,-0.09026337,0.6666232,-0.1220309,0.735338,0.398103,3.57781,3.578876
13082,0.06455508,-0.3864672,0.1940908,-0.08651373,0.1578517,-0.03888311,0.9828969,0.3704056,-0.02571964,0.3440876,-0.279227,0.17968,0.2560895,0.9078357,-0.00799489,0.08508658,-0.09075356,0.6665165,-0.1220899,0.7354248,0.3980149,3.570128,3.577654
13104,0.06462613,-0.3861319,0.1937189,-0.08687011,0.1583849,-0.0386228,0.9827899,0.3712696,-0.02624404,0.3435965,-0.2784963,0.1812703,0.2564155,0.907652,-0.00793457,0.08529413,-0.0911026,0.6666397,-0.1213571,0.7354347,0.3975994,3.563883,3.573833
13126,0.06472364,-0.38613,0.1933212,-0.08697554,0.1587803,-0.03865474,0.9827156,0.3720554,-0.02664292,0.3430843,-0.2776912,0.1837012,0.2585708,0.9067981,-0.007914513,0.08543694,-0.09150028,0.6665177,-0.1205286,0.7356814,0.3978092,3.555519,3.571755
13159,0.06445351,-0.3859003,0.1927195,-0.0879223,0.1593821,-0.04181984,0.9824043,0.3731207,-0.02697051,0.3425322,-0.2766421,0.1851979,0.2591032,0.9066622,-0.007748663,0.08562076,-0.09220505,0.6672149,-0.1191474,0.7352741,0.3977822,3.554871,3.571583
13193,0.06510153,-0.3858058,0.1917362,-0.09089113,0.1603464,-0.04668712,0.9817577,0.3735615,-0.0269984,0.341568,-0.2777829,0.1859737,0.2576032,0.9065821,-0.007584423,0.08581853,-0.09291744,0.6682558,-0.1186645,0.7344066,0.398437,3.558381,3.574405
13214,0.0655655,-0.3857642,0.1913118,-0.08976381,0.1621117,-0.04338229,0.9817231,0.3736636,-0.02711391,0.3412056,-0.2772896,0.1853591,0.2592533,0.9063886,-0.007430375,0.0859549,-0.09331989,0.6690226,-0.1184852,0.7337371,0.3991419,3.556416,3.57627
13225,0.06599775,-0.3859466,0.1911354,-0.08878051,0.1631584,-0.04214196,0.9816931,0.3735665,-0.02706361,0.3410892,-0.2771565,0.1849,0.2605332,0.9061561,-0.007389516,0.08606339,-0.09345341,0.6696271,-0.1186071,0.7331657,0.3996715,3.557999,3.580586
13258,0.06709829,-0.3863454,0.1904459,-0.08705381,0.1651692,-0.0420835,0.981514,0.3733839,-0.02714348,0.3403482,-0.2782027,0.1850767,0.2639889,0.9047982,-0.007252902,0.08613741,-0.09402275,0.6707633,-0.117015,0.7323824,0.4010462,3.557397,3.587713
13280,0.06754223,-0.3862783,0.1900673,-0.08764738,0.1653173,-0.04299729,0.9813967,0.3730208,-0.02735972,0.3399687,-0.2783036,0.1836167,0.267944,0.9039016,-0.007169545,0.08609915,-0.09436607,0.6713337,-0.1168495,0.7318861,0.4012586,3.55708,3.587545
13303,0.06803289,-0.3859911,0.189743,-0.09038488,0.1650284,-0.04579981,0.9810702,0.3726231,-0.02742171,0.3394947,-0.2797408,0.1829776,0.2698682,0.9030147,-0.007089466,0.08601558,-0.0947094,0.6718051,-0.1177073,0.7313159,0.4018923,3.557005,3.587253
13325,0.06849614,-0.3856273,0.1894083,-0.09345897,0.1647219,-0.04844544,0.9807065,0.3725931,-0.02730727,0.3389587,-0.2814318,0.1840785,0.2654979,0.9035608,-0.007033348,0.08595943,-0.09502125,0.6721068,-0.120441,0.7305933,0.4016143,3.558265,3.58869
13349,0.06869093,-0.3850785,0.1891174,-0.09699648,0.1641309,-0.05199401,0.9802803,0.3729726,-0.02717566,0.3379011,-0.2824714,0.1853749,0.2421432,0.9095124,-0.007034272,0.0858928,-0.09544563,0.6723416,-0.1218499,0.7301434,0.4017723,3.571396,3.589641
13383,0.06814471,-0.3843267,0.1895657,-0.09366655,0.1629107,-0.04518295,0.9811448,0.3773188,-0.02666235,0.3360767,-0.2813683,0.1858281,0.1362874,0.9315179,-0.007002473,0.08598709,-0.09587193,0.6727759,-0.1232601,0.7295064,0.4027314,3.57505,3.59112
13406,0.06792822,-0.3849773,0.1900415,-0.08300728,0.1639272,-0.02752933,0.9825884,0.3825752,-0.02694631,0.3347149,-0.2781054,0.1821529,0.0228992,0.9428433,-0.006873399,0.08609462,-0.09612751,0.6726441,-0.1237899,0.7295382,0.4038824,3.575292,3.592688
13428,0.06824818,-0.386085,0.1904106,-0.07228564,0.1671724,-0.01470232,0.9831643,0.3894848,-0.02795911,0.3327179,-0.2677049,0.1677416,-0.1215618,0.9409674,-0.006867468,0.0861553,-0.0963974,0.6727141,-0.1237357,0.7294828,0.4042591,3.573428,3.594799
13449,0.06845513,-0.3867183,0.1906128,-0.06611625,0.170354,-0.004602766,0.9831516,0.3936264,-0.03147721,0.3333712,-0.2418806,0.1581222,-0.1975604,0.936729,-0.006871641,0.0862453,-0.09665489,0.672682,-0.1237545,0.7295092,0.4048703,3.582387,3.595289
13484,0.06902328,-0.3868384,0.190239,-0.06718202,0.173416,-0.004687706,0.9825434,0.3973092,-0.03430295,0.3337927,-0.2422934,0.1640611,-0.2086164,0.9331973,-0.006767094,0.08662069,-0.09690762,0.6727738,-0.1226831,0.7296056,0.4047973,3.578369,3.586381
13506,0.06999674,-0.386223,0.1890907,-0.07812045,0.1727142,-0.02332884,0.9815919,0.3975903,-0.03272581,0.3329487,-0.259257,0.1843606,-0.1471763,0.9365555,-0.006576806,0.08686233,-0.09692478,0.6726704,-0.1204581,0.7300715,0.4044963,3.580722,3.580849
13528,0.0713183,-0.3836694,0.1870537,-0.1022982,0.1683426,-0.05944474,0.9786022,0.3931746,-0.0314641,0.3325405,-0.2723411,0.2065716,-0.03610165,0.9390714,-0.00649327,0.08710623,-0.09700203,0.6727512,-0.1180822,0.730385,0.4041591,3.581564,3.588207
13550,0.07223764,-0.380073,0.1851196,-0.1241296,0.166118,-0.08052498,0.9749423,0.3844737,-0.03302443,0.3345547,-0.2711792,0.2207506,0.1141495,0.929893,-0.006334215,0.08743727,-0.0970459,0.673461,-0.1167477,0.7299454,0.4041433,3.589479,3.603408
13583,0.07388178,-0.3765966,0.1829653,-0.1399946,0.169265,-0.09780936,0.9706618,0.3671059,-0.04471374,0.3416576,-0.2472866,0.2092229,0.3906152,0.8616815,-0.006089032,0.08793747,-0.0970459,0.67403,-0.1157419,0.7295803,0.4045795,3.591652,3.598938
13606,0.07505766,-0.376178,0.1824608,-0.1380186,0.1733754,-0.1019896,0.9697886,0.3589233,-0.05246305,0.3449001,-0.2324395,0.1928106,0.5092995,0.8058598,-0.005959928,0.08816123,-0.09709358,0.6741543,-0.1156192,0.7294848,0.4047941,3.593245,3.599335
13628,0.07559243,-0.3760588,0.182354,-0.1336793,0.1752843,-0.09974493,0.9702867,0.3540625,-0.04892635,0.3446646,-0.2397004,0.1899572,0.4848933,0.8193525,-0.005880535,0.08842599,-0.09716129,0.6739483,-0.1161724,0.7295872,0.4061661,3.596182,3.601542
13650,0.07533398,-0.3753721,0.1825743,-0.1305639,0.1752801,-0.08894787,0.9717604,0.3560397,-0.04219985,0.3410568,-0.2599466,0.1900543,0.3021845,0.8972133,-0.005907029,0.08878314,-0.09726906,0.6739385,-0.1171266,0.7294438,0.4083143,3.603457,3.599352
13684,0.07599369,-0.3750325,0.1825171,-0.1308717,0.176772,-0.07884203,0.9723211,0.373979,-0.04423332,0.3388472,-0.2422151,0.1521335,-0.136799,0.9484057,-0.00606519,0.08927941,-0.09740734,0.6738598,-0.1164093,0.7296312,0.4104804,3.638743,3.606368
13706,0.07604161,-0.375839,0.1828079,-0.1291801,0.1774913,-0.08019316,0.9723057,0.3795697,-0.0450418,0.3411961,-0.2158118,0.1448897,-0.1675555,0.9509771,-0.006121993,0.08964109,-0.09744263,0.6738243,-0.1149753,0.7298914,0.4110648,3.649523,3.607624
13728,0.07582751,-0.3770467,0.1832237,-0.1259449,0.1766362,-0.08080473,0.9728351,0.378617,-0.04130495,0.3396368,-0.2397423,0.1570936,-0.0623859,0.956009,-0.006177932,0.09009945,-0.09743595,0.6736007,-0.114271,0.7302083,0.4111072,3.64152,3.60461
13751,0.07542863,-0.3785834,0.1836386,-0.1220062,0.1747158,-0.08079321,0.9736844,0.3728649,-0.03574395,0.3351994,-0.2812628,0.1854585,0.1047864,0.9356902,-0.006092757,0.09054685,-0.09749794,0.6731692,-0.1143548,0.7305931,0.4113941,3.633564,3.611003
13784,0.07473388,-0.3807846,0.1841784,-0.1152761,0.1737749,-0.07644322,0.9750232,0.3635558,-0.03516102,0.3348866,-0.2902099,0.2207892,0.3342498,0.8690842,-0.006204754,0.09101868,-0.09762287,0.672635,-0.116595,0.730731,0.411981,3.633938,3.615826
13817,0.07418218,-0.3824975,0.1845598,-0.1100219,0.1746017,-0.07528298,0.9755726,0.3691637,-0.0304091,0.3312092,-0.2967707,0.2205543,0.1661347,0.9141566,-0.00622496,0.091524,-0.09781075,0.6726542,-0.1196576,0.7302181,0.4118081,3.651966,3.619976
13837,0.07403389,-0.3833444,0.1848412,-0.1077952,0.1746448,-0.07417075,0.9758986,0.3803455,-0.03476572,0.3313169,-0.2894397,0.1721422,-0.1431304,0.9306479,-0.006273746,0.09188437,-0.097929,0.6728418,-0.12041,0.7299215,0.4110296,3.65488,3.622669
